sim_time,arrived,tyre_pm,wait_time,delta_wait_time
120,1,9.612687660315341,740.0,21.0
121,1,4.066081937891528,608.0,-132.0
122,2,7.782066106138418,491.0,-117.0
123,1,14.63003127042879,396.0,-95.0
124,2,17.507782988475405,320.0,-76.0
125,1,28.139767788473854,261.0,-59.0
126,1,30.27048498892674,222.0,-39.0
127,0,34.67606358509977,200.0,-22.0
128,1,24.051393624896313,199.0,-1.0
129,2,15.844351279682652,125.0,-74.0
130,0,22.73220296535266,51.0,-74.0
131,0,20.408822362130543,37.0,-14.0
132,0,21.135523423118798,26.0,-11.0
133,0,22.64182293974518,34.0,8.0
134,0,20.395077248583274,43.0,9.0
135,1,25.181555729810675,53.0,10.0
136,1,17.76694075879115,65.0,12.0
137,1,9.77567908055722,80.0,15.0
138,1,17.377070896863188,97.0,17.0
139,0,12.443037687484276,116.0,19.0
140,1,10.462556493198871,136.0,20.0
141,0,11.022985562559668,157.0,21.0
142,1,14.155684907171132,179.0,22.0
143,0,13.857992133997136,201.0,22.0
144,2,12.75061221386473,223.0,22.0
145,1,7.858710624091214,247.0,24.0
146,1,6.663614983869752,272.0,25.0
147,0,9.110101226867535,298.0,26.0
148,1,8.916172163767923,324.0,26.0
149,2,8.861589506810152,350.0,26.0
150,0,9.49314818785369,376.0,26.0
151,0,15.401086761131486,402.0,26.0
152,0,20.51360524767901,428.0,26.0
153,0,25.5353677453959,455.0,27.0
154,0,19.582909891616776,483.0,28.0
155,0,11.146221117483218,512.0,29.0
156,0,11.074561460110395,541.0,29.0
157,0,8.989591535193227,573.0,32.0
158,0,4.755299501141329,606.0,33.0
159,0,3.448467021320499,640.0,34.0
160,0,12.68882814652024,674.0,34.0
161,0,22.939905985976573,708.0,34.0
162,0,23.32236213143467,742.0,34.0
163,0,17.081370170590993,776.0,34.0
164,0,3.611484312091939,796.0,20.0
165,0,2.382269873108994,831.0,35.0
166,1,2.597339996829099,867.0,36.0
167,2,2.130602980084048,904.0,37.0
168,0,4.840860457011146,942.0,38.0
169,1,6.620227594545496,980.0,38.0
170,0,11.789276438075664,1018.0,38.0
171,0,16.067371159308955,1056.0,38.0
172,0,11.63612915836777,1003.0,-53.0
173,0,17.084634568848692,952.0,-51.0
174,0,15.710591224866912,914.0,-38.0
175,0,11.762503627426225,877.0,-37.0
176,0,10.360096870069224,848.0,-29.0
177,0,12.585823639448448,819.0,-29.0
178,1,17.276926723909963,805.0,-14.0
179,1,26.584219476499108,790.0,-15.0
180,0,26.655950799695432,786.0,-4.0
181,0,21.333800047162537,783.0,-3.0
182,0,21.793283929189325,798.0,15.0
183,0,21.180787931870817,802.0,4.0
184,0,27.3554563592188,817.0,15.0
185,1,28.56056788262076,832.0,15.0
186,1,27.053333864099827,850.0,18.0
187,1,24.087486594663726,870.0,20.0
188,1,28.955630074072268,891.0,21.0
189,0,40.62927035450842,913.0,22.0
190,1,31.459960793958516,935.0,22.0
191,0,31.670240156540657,957.0,22.0
192,1,29.13048816790437,979.0,22.0
193,2,25.412703127995183,1001.0,22.0
194,3,20.040544347118942,1024.0,23.0
195,0,12.022116205283568,1048.0,24.0
196,1,16.548347481925457,1073.0,25.0
197,0,17.251956317915205,1099.0,26.0
198,1,14.519807268268831,1125.0,26.0
199,1,6.36854699672781,1152.0,27.0
200,1,5.013936984232034,1180.0,28.0
201,3,4.385366472102143,1208.0,28.0
202,0,7.166988632515593,1236.0,28.0
203,1,2.808720878470414,1264.0,28.0
204,1,2.1675918076583285,1292.0,28.0
205,1,2.319243938857288,1320.0,28.0
206,3,6.676909471506093,1348.0,28.0
207,0,13.949704708807023,1220.0,-128.0
208,1,19.572461972021962,1094.0,-126.0
209,2,26.605804911779657,969.0,-125.0
210,0,19.54137752410746,843.0,-126.0
211,1,8.478066162951633,717.0,-126.0
212,1,13.327699758701062,589.0,-128.0
213,1,16.584566727733446,465.0,-124.0
214,1,18.017193766260675,362.0,-103.0
215,1,21.1644908635206,236.0,-126.0
216,1,25.264240263583922,170.0,-66.0
217,0,34.129665117743635,140.0,-30.0
218,0,34.95586504388988,93.0,-47.0
219,0,34.45699843018924,65.0,-28.0
220,0,29.925315774553663,69.0,4.0
221,2,24.8850253848497,70.0,1.0
222,0,21.402961358984978,86.0,16.0
223,1,20.41251747676383,103.0,17.0
224,0,16.185652067662815,122.0,19.0
225,1,15.626122984354438,142.0,20.0
226,0,24.81053537511514,164.0,22.0
227,0,28.03943428721308,187.0,23.0
228,1,23.689960994596543,210.0,23.0
229,0,11.390166539528837,236.0,26.0
230,2,5.652990769951076,266.0,30.0
231,1,12.843389053358022,298.0,32.0
232,0,10.522882062458315,332.0,34.0
233,0,13.973029667635835,369.0,37.0
234,0,12.55582070014754,407.0,38.0
235,1,17.049023210150605,445.0,38.0
236,0,12.528979970521062,483.0,38.0
237,2,7.4645336965468685,523.0,40.0
238,0,2.09641215232284,563.0,40.0
239,0,2.7997781798803163,605.0,42.0
240,0,1.6984686808615599,648.0,43.0
241,0,4.326323637741439,691.0,43.0
242,1,9.737567215882372,734.0,43.0
243,0,19.14260998227055,777.0,43.0
244,0,22.892338028946075,820.0,43.0
245,0,17.07054571699718,863.0,43.0
246,0,7.298807439092432,907.0,44.0
247,0,2.162619265252374,953.0,46.0
248,0,2.4510878826268656,1001.0,48.0
249,0,1.791086237337145,1049.0,48.0
250,0,3.4723194969194453,1055.0,6.0
251,0,7.998137128682336,1102.0,47.0
252,0,11.495434167850561,1149.0,47.0
253,0,16.6736067019023,1196.0,47.0
254,0,20.787861313179917,1244.0,48.0
255,0,18.89373139857122,1293.0,49.0
256,0,11.071900721010717,1343.0,50.0
257,0,4.927206467906911,1395.0,52.0
258,0,2.573963092347716,1348.0,-47.0
259,0,7.528463240447745,1314.0,-34.0
260,0,11.760875068545454,1284.0,-30.0
261,0,18.996547843716947,1260.0,-24.0
262,0,31.93889678286539,1242.0,-18.0
263,0,42.53023371452439,1227.0,-15.0
264,2,34.989507707943325,1217.0,-10.0
265,0,24.27172354591862,1232.0,15.0
266,0,22.95617613010867,1235.0,3.0
267,0,22.664612954688184,1240.0,5.0
268,0,19.288279859665128,1252.0,12.0
269,0,18.81138908812673,1279.0,27.0
270,0,24.357904478684336,1300.0,21.0
271,1,29.280892883519414,1326.0,26.0
272,0,29.86573525561813,1357.0,31.0
273,2,27.25484303404169,1393.0,36.0
274,0,18.846134941510183,1429.0,36.0
275,1,19.641060339158297,1465.0,36.0
276,1,19.34423910934327,1501.0,36.0
277,2,19.857877427471912,1537.0,36.0
278,1,22.893938178855105,1573.0,36.0
279,1,21.96725832241352,1609.0,36.0
280,1,15.114075345206818,1646.0,37.0
281,1,13.75533670242686,1683.0,37.0
282,2,5.47533635285942,1721.0,38.0
283,1,8.766949314141772,1759.0,38.0
284,0,4.0278964920674705,1797.0,38.0
285,0,3.495807402443971,1835.0,38.0
286,3,2.6571590387256805,1873.0,38.0
287,0,3.9179276885211074,1911.0,38.0
288,1,2.8828058287349627,1949.0,38.0
289,0,6.895717465064324,1987.0,38.0
290,3,12.562166691410907,2025.0,38.0
291,0,9.897259822521676,2064.0,39.0
292,2,6.289772085510164,2104.0,40.0
293,0,8.444210651658347,1986.0,-118.0
294,2,14.582674153693242,1869.0,-117.0
295,0,12.735690665098337,1751.0,-118.0
296,1,13.265503748987323,1632.0,-119.0
297,2,26.777341955680814,1513.0,-119.0
298,1,40.122812889346854,1394.0,-119.0
299,2,50.24855739480094,1274.0,-120.0
300,1,40.63610535577223,1154.0,-120.0
301,1,31.250786947635874,964.0,-190.0
302,0,32.71486341540384,848.0,-116.0
303,0,30.055552586797706,796.0,-52.0
304,1,28.026503201833364,673.0,-123.0
305,0,22.943974703075245,552.0,-121.0
306,0,23.817386386600543,433.0,-119.0
307,0,21.07746431621304,334.0,-99.0
308,0,26.483427910450303,254.0,-80.0
309,2,27.590787314314316,276.0,22.0
310,2,31.188643110334624,216.0,-60.0
311,0,26.61536162415204,176.0,-40.0
312,1,22.685008748731395,156.0,-20.0
313,0,23.99413280410151,180.0,24.0
314,1,16.782432591382335,205.0,25.0
315,0,14.062405819184303,233.0,28.0
316,2,22.546596037653657,263.0,30.0
317,1,23.16108529295877,293.0,30.0
318,1,27.516253558138324,324.0,31.0
319,0,18.605525677533112,357.0,33.0
320,2,13.244998163735637,393.0,36.0
321,1,7.33692482240093,431.0,38.0
322,0,4.964311275636658,471.0,40.0
323,0,7.950737455563626,514.0,43.0
324,0,9.803802095907558,559.0,45.0
325,0,13.797673363937045,604.0,45.0
326,0,18.424518625034246,651.0,47.0
327,0,15.625580744569966,699.0,48.0
328,0,7.7944210170172585,750.0,51.0
329,0,6.2753424357112815,801.0,51.0
330,0,7.642491335680838,855.0,54.0
331,0,3.836774227487609,909.0,54.0
332,0,5.1895183481750955,964.0,55.0
333,0,4.1871892566700755,1019.0,55.0
334,0,7.067266627469298,1074.0,55.0
335,0,14.871523493683938,1129.0,55.0
336,0,25.011238486643343,1113.0,-16.0
337,0,25.23230198224974,1166.0,53.0
338,0,14.3204330755738,1221.0,55.0
339,0,4.635497519897608,1278.0,57.0
340,0,0.879109327602056,1337.0,59.0
341,0,2.0447725474126943,1397.0,60.0
342,0,1.7337806875184942,1457.0,60.0
343,0,3.654618408857777,1517.0,60.0
344,0,9.164048554778834,1485.0,-32.0
345,1,16.355974214353083,1455.0,-30.0
346,0,19.823681482870512,1433.0,-22.0
347,0,13.99005015437564,1418.0,-15.0
348,0,10.937521971872759,1409.0,-9.0
349,0,9.94328578476955,1404.0,-5.0
350,2,10.128432092832762,1407.0,3.0
351,0,13.301053741086456,1413.0,6.0
352,0,17.186751488044425,1424.0,11.0
353,0,28.028330056271123,1441.0,17.0
354,0,29.12445504791161,1478.0,37.0
355,0,31.400330955258156,1499.0,21.0
356,0,19.467507883706713,1531.0,32.0
357,0,19.560438584248555,1562.0,31.0
358,0,16.849391628207627,1601.0,39.0
359,1,17.323959768357508,1640.0,39.0
360,3,18.32631250965221,1679.0,39.0
361,1,20.347691307004734,1718.0,39.0
362,0,19.505456075906956,1757.0,39.0
363,2,21.517074382461722,1796.0,39.0
364,0,20.342424996310722,1835.0,39.0
365,1,14.421306345107254,1874.0,39.0
366,2,17.447276806418085,1913.0,39.0
367,0,11.921463024872315,1952.0,39.0
368,3,13.538639395000624,1991.0,39.0
369,1,12.930246932919832,2030.0,39.0
370,1,18.355158254649186,2069.0,39.0
371,1,21.803645050438472,2108.0,39.0
372,1,19.25085608244243,2148.0,40.0
373,0,13.6760697373463,2189.0,41.0
374,1,9.344767047150174,2231.0,42.0
375,2,8.833914409062633,2274.0,43.0
376,0,7.404314080473862,2318.0,44.0
377,0,4.198050038057111,2362.0,44.0
378,3,5.078614595957239,2407.0,45.0
379,0,8.896906329022142,2298.0,-109.0
380,2,11.11755758417931,2188.0,-110.0
381,2,17.26786474011038,2077.0,-111.0
382,2,23.50289041484694,1967.0,-110.0
383,0,20.985538446561186,1858.0,-109.0
384,1,18.875700898162446,1748.0,-110.0
385,0,15.147123352526439,1711.0,-37.0
386,0,13.591684159310077,1601.0,-110.0
387,0,16.68371544466506,1391.0,-210.0
388,1,19.50263295759123,1211.0,-180.0
389,0,24.152284669671726,1134.0,-77.0
390,0,29.935284746718768,1000.0,-134.0
391,0,37.403655619437245,881.0,-119.0
392,0,34.85021755721893,761.0,-120.0
393,3,27.27091866348098,642.0,-119.0
394,0,23.31414815370466,526.0,-116.0
395,1,20.783232760622838,410.0,-116.0
396,2,16.618634518816943,296.0,-114.0
397,0,21.081055679860214,254.0,-42.0
398,0,22.925847095955817,208.0,-46.0
399,0,24.549916157030466,235.0,27.0
400,1,23.831961498254707,260.0,25.0
401,0,28.905004543877233,287.0,27.0
402,3,28.222141241235196,318.0,31.0
403,0,17.929915102903983,350.0,32.0
404,1,13.98314992734267,385.0,35.0
405,1,11.71598464525296,420.0,35.0
406,1,15.557101060156418,458.0,38.0
407,0,7.140245511681338,498.0,40.0
408,0,11.011721153643617,539.0,41.0
409,0,11.808656038476062,580.0,41.0
410,0,10.221911402171004,623.0,43.0
411,0,9.541249409362203,669.0,46.0
412,0,11.46822590554004,716.0,47.0
413,0,7.958949831222015,765.0,49.0
414,0,5.360059093339992,817.0,52.0
415,0,3.395387293083323,870.0,53.0
416,0,5.828721377906074,924.0,54.0
417,0,9.88864747972975,979.0,55.0
418,1,13.061563328688845,1034.0,55.0
419,0,13.788402550710487,1089.0,55.0
420,3,8.232269155880509,1144.0,55.0
421,0,3.6834509600172356,1201.0,57.0
422,0,1.034700106453789,1164.0,-37.0
423,0,2.1839854381272006,1221.0,57.0
424,0,3.1925123450444333,1278.0,57.0
425,0,7.1461949394516475,1335.0,57.0
426,0,10.069944926364302,1392.0,57.0
427,0,14.523554750740672,1449.0,57.0
428,0,15.002380959810264,1506.0,57.0
429,0,8.501864034932812,1564.0,58.0
430,0,1.236605277419702,1527.0,-37.0
431,0,3.182538979503713,1491.0,-36.0
432,0,4.975798052495396,1462.0,-29.0
433,0,8.643944474589631,1439.0,-23.0
434,0,13.355306060836384,1421.0,-18.0
435,0,18.324115254973417,1408.0,-13.0
436,0,22.73933178542631,1424.0,16.0
437,0,26.625152090673836,1422.0,-2.0
438,1,30.93327083471422,1420.0,-2.0
439,0,24.161669556584364,1426.0,6.0
440,0,16.990542114421697,1452.0,26.0
441,1,24.206613600743907,1465.0,13.0
442,0,34.851549262912556,1483.0,18.0
443,1,40.65065525595939,1507.0,24.0
444,1,42.36640285290483,1538.0,31.0
445,0,36.55055742750222,1571.0,33.0
446,2,35.900592523832,1611.0,40.0
447,0,28.31313005447029,1652.0,41.0
448,2,23.61529298127621,1694.0,42.0
449,1,24.51335682856413,1736.0,42.0
450,0,20.914384410016577,1778.0,42.0
451,1,16.639752203709207,1820.0,42.0
452,0,14.673939848229512,1862.0,42.0
453,2,13.838866263705526,1904.0,42.0
454,1,10.737007694320482,1946.0,42.0
455,1,11.181195328888547,1988.0,42.0
456,1,7.971720644781833,2030.0,42.0
457,1,7.579674752374482,2072.0,42.0
458,1,5.591965208920248,2114.0,42.0
459,0,6.7378988872710845,2156.0,42.0
460,3,4.646379543138746,2198.0,42.0
461,1,4.318489743683781,2240.0,42.0
462,2,1.042613428957445,2282.0,42.0
463,0,5.2828701219207925,2324.0,42.0
464,3,5.876429838884622,2366.0,42.0
465,1,7.974063943696806,2256.0,-110.0
466,0,11.975281762790495,2145.0,-111.0
467,2,12.316872013058084,2034.0,-111.0
468,1,9.756812622515612,1922.0,-112.0
469,1,14.848383976307636,1809.0,-113.0
470,2,12.25515148960918,1694.0,-115.0
471,1,16.278037545277144,1578.0,-116.0
472,2,18.113579033472952,1463.0,-115.0
473,1,31.940684429371046,1289.0,-174.0
474,0,37.60387674182265,1118.0,-171.0
475,0,45.24902746470699,1066.0,-52.0
476,0,29.050720902397746,947.0,-119.0
477,0,26.806151802847648,900.0,-47.0
478,2,24.422114899311588,783.0,-117.0
479,0,18.320474894770157,666.0,-117.0
480,0,22.885145053899286,619.0,-47.0
481,2,25.16786587786518,502.0,-117.0
482,1,28.387584621179453,384.0,-118.0
483,1,33.473864778497244,265.0,-119.0
484,0,29.344355755574522,216.0,-49.0
485,0,28.11494898254083,237.0,21.0
486,0,19.141137033773997,262.0,25.0
487,1,20.673748775189328,289.0,27.0
488,1,14.117544669436777,317.0,28.0
489,1,14.316934271688247,348.0,31.0
490,1,12.135311375424967,379.0,31.0
491,2,18.715108595928243,412.0,33.0
492,0,20.164920255467877,446.0,34.0
493,2,20.18069061214059,482.0,36.0
494,0,14.936252156601737,517.0,35.0
495,0,9.033126546219492,556.0,39.0
496,0,8.057638329165405,598.0,42.0
497,0,4.201169592486582,642.0,44.0
498,0,4.747308855389896,688.0,46.0
499,0,7.349665191346039,736.0,48.0
500,0,11.230869203909066,784.0,48.0
501,0,12.263172044398365,834.0,50.0
502,0,11.409535404279625,886.0,52.0
503,0,6.85856639707811,939.0,53.0
504,0,3.200427731163783,992.0,53.0
505,0,3.377770329206986,1047.0,55.0
506,0,5.237766760144957,1102.0,55.0
507,0,3.2065287434188043,1158.0,56.0
508,0,7.902645865908501,1088.0,-70.0
509,0,8.41605555306157,1142.0,54.0
510,0,16.12968945132956,1196.0,54.0
511,0,14.505861506758176,1250.0,54.0
512,0,15.826796357889378,1305.0,55.0
513,0,5.065687233438451,1361.0,56.0
514,0,14.236721435675138,1418.0,57.0
515,0,18.8265331237531,1476.0,58.0
516,0,18.44744078649042,1442.0,-34.0
517,0,16.16294696774051,1411.0,-31.0
518,0,18.150125971974266,1391.0,-20.0
519,0,17.445210057868074,1373.0,-18.0
520,0,21.865510790661062,1367.0,-6.0
521,0,22.941502366360254,1361.0,-6.0
522,0,13.01765267905327,1367.0,6.0
523,2,11.328766753675097,1391.0,24.0
524,0,10.844901757686987,1403.0,12.0
525,0,11.578318451729983,1440.0,37.0
526,1,15.20455506042311,1455.0,15.0
527,0,20.95049869443318,1479.0,24.0
528,0,30.055280275354157,1504.0,25.0
529,1,29.88605300078525,1540.0,36.0
530,0,24.339103135092802,1575.0,35.0
531,0,20.420948347036287,1616.0,41.0
532,2,18.012145609602037,1657.0,41.0
533,2,19.535167085272114,1698.0,41.0
534,0,17.142522518545817,1739.0,41.0
535,1,17.85340099628204,1780.0,41.0
536,1,11.859447033249834,1821.0,41.0
537,1,19.450396734081828,1862.0,41.0
538,2,12.825636409266494,1903.0,41.0
539,1,9.386940402907108,1944.0,41.0
540,0,8.195066847180097,1985.0,41.0
541,0,7.0455410723250305,2026.0,41.0
542,3,9.585595843417241,2067.0,41.0
543,0,9.293008275362578,2108.0,41.0
544,2,5.40515968437183,2149.0,41.0
545,0,3.271091094964927,2190.0,41.0
546,1,4.5435584549495776,2231.0,41.0
547,1,5.0959692682653905,2272.0,41.0
548,3,5.0065202841518435,2313.0,41.0
549,0,9.999470745711424,2354.0,41.0
550,1,14.72859365663178,2395.0,41.0
551,1,19.679314031364207,2281.0,-114.0
552,1,24.251533863318844,2168.0,-113.0
553,3,15.954488153727755,2055.0,-113.0
554,0,12.797289932538018,1943.0,-112.0
555,2,19.107243856010992,1832.0,-111.0
556,0,22.40760246300745,1723.0,-109.0
557,0,29.407610998239324,1614.0,-109.0
558,0,26.708711223525736,1504.0,-110.0
559,2,22.779832726948104,1311.0,-193.0
560,1,24.115458399335054,1119.0,-192.0
561,0,27.582597866483887,991.0,-128.0
562,0,23.54300862475837,867.0,-124.0
563,0,30.80040504435695,821.0,-46.0
564,0,33.085130689236316,706.0,-115.0
565,1,33.20845529758944,591.0,-115.0
566,1,34.70075938131572,545.0,-46.0
567,1,29.493786972627383,430.0,-115.0
568,0,24.387040777653155,319.0,-111.0
569,0,19.624764056009127,274.0,-45.0
570,0,19.06300219499214,230.0,-44.0
571,1,17.479555963148442,255.0,25.0
572,0,18.903090753057736,283.0,28.0
573,3,23.696266600004762,312.0,29.0
574,0,28.162292690095835,342.0,30.0
575,2,20.889240755466716,372.0,30.0
576,0,13.00769840838356,405.0,33.0
577,2,17.297626595188838,440.0,35.0
578,0,7.791930828388197,478.0,38.0
579,1,11.482165067788257,518.0,40.0
580,1,8.648362076253584,561.0,43.0
581,0,10.94337173634014,603.0,42.0
582,0,10.486046095419422,648.0,45.0
583,0,15.994674632099617,694.0,46.0
584,0,21.157085050196223,742.0,48.0
585,0,20.564218920378863,792.0,50.0
586,0,14.70047981103661,844.0,52.0
587,0,11.221233985234614,897.0,53.0
588,0,4.728830865754242,952.0,55.0
589,0,5.358646749398702,1009.0,57.0
590,0,2.00983817289048,1066.0,57.0
591,0,2.1636199831589775,1123.0,57.0
592,0,10.607897060700985,1180.0,57.0
593,0,15.360170109687356,1237.0,57.0
594,0,15.139632996472589,1211.0,-26.0
595,0,10.90024835659814,1261.0,50.0
596,0,3.262890509775013,1317.0,56.0
597,0,0.4531280983728799,1375.0,58.0
598,1,1.289262091534188,1433.0,58.0
599,1,1.9498160933657152,1491.0,58.0
600,1,2.147366504113519,1549.0,58.0
601,0,9.194564653256805,1607.0,58.0
602,1,15.860833298500141,1562.0,-45.0
603,0,19.17040804531531,1529.0,-33.0
604,0,14.21091437876898,1497.0,-32.0
605,0,8.167270157575976,1476.0,-21.0
606,0,8.291021371284081,1457.0,-19.0
607,0,9.972951520515558,1448.0,-9.0
608,0,10.624813096790172,1440.0,-8.0
609,1,17.646553660965363,1439.0,-1.0
610,2,25.43848873102651,1439.0,0.0
611,0,31.512365378193483,1448.0,9.0
612,0,25.962206479393796,1458.0,10.0
613,0,16.016844859857812,1478.0,20.0
614,0,19.470572263807597,1499.0,21.0
615,1,21.88908892891291,1534.0,35.0
616,0,20.093479223523975,1568.0,34.0
617,0,23.114543071795353,1604.0,36.0
618,3,21.641778743825572,1640.0,36.0
619,1,24.172744621772,1676.0,36.0
620,0,29.48595378095534,1712.0,36.0
621,2,31.661137419038614,1748.0,36.0
622,3,31.29069607222239,1784.0,36.0
623,0,23.896468018416414,1820.0,36.0
624,1,19.50742974940662,1857.0,37.0
625,1,20.75723221801808,1894.0,37.0
626,2,14.034919659105228,1932.0,38.0
627,0,8.266734092877112,1970.0,38.0
628,0,4.7075880335066005,2010.0,40.0
629,2,3.0841573661381565,2050.0,40.0
630,1,3.7946251714669628,2090.0,40.0
631,1,1.98409550910491,2130.0,40.0
632,0,2.118975408961188,2170.0,40.0
633,2,2.0041480577623494,2210.0,40.0
634,1,4.210087153759394,2250.0,40.0
635,0,2.1191414284343075,2290.0,40.0
636,0,4.081603571668037,2330.0,40.0
637,1,7.87886260298113,2214.0,-116.0
638,3,14.069193835570584,2098.0,-116.0
639,1,18.534015551110024,1980.0,-118.0
640,1,15.745114972869432,1862.0,-118.0
641,2,17.57707754499891,1744.0,-118.0
642,0,15.27606972456417,1626.0,-118.0
643,1,19.545028188017564,1508.0,-118.0
644,0,16.47970764734409,1390.0,-118.0
645,1,14.799879045437033,1230.0,-160.0
646,1,23.654020415967832,1146.0,-84.0
647,1,27.757299882964322,1023.0,-123.0
648,0,25.475523973758623,972.0,-51.0
649,1,29.339855152835522,848.0,-124.0
650,0,28.851324231239637,727.0,-121.0
651,1,22.5462551759247,604.0,-123.0
652,1,20.545106374383916,484.0,-120.0
653,1,25.18349650256323,364.0,-120.0
654,0,21.615622981343677,245.0,-119.0
655,2,23.329815109057193,193.0,-52.0
656,0,26.16869778516638,144.0,-49.0
657,1,25.07173694405277,165.0,21.0
658,0,25.742137886305706,187.0,22.0
659,1,26.234211592542874,211.0,24.0
660,1,29.48951036950795,237.0,26.0
661,0,28.78720809800923,266.0,29.0
662,0,18.035684671016597,296.0,30.0
663,0,10.628443813495222,333.0,37.0
664,1,12.501247151822596,371.0,38.0
665,0,16.291787514087883,411.0,40.0
666,0,16.1180408935029,452.0,41.0
667,0,15.97657350428511,494.0,42.0
668,0,14.058117197055413,537.0,43.0
669,2,4.872813499007605,583.0,46.0
